classifier,PCA,accuracy,precision,recall,f1 score,duration,samples,tp,tn,fp,fn
RandomForestClassifier,40,0.999235724,1,0.955974843,0.977491961,0.02578125,45793,,,,
RandomForestClassifier,40,0.995863495,0.997737557,0.993243243,0.977491961,0.003385417,45793,,,,
GaussianNB,40,0.975215635,0.370229008,0.610062893,0.460807601,0.00625,45793,,,,
GaussianNB,40,0.926577042,0.984415584,0.853603604,0.460807601,0.000260417,45793,,,,
AdaBoostClassifier,40,0.999126542,1,0.949685535,0.974193548,0.122395833,45793,,,,
AdaBoostClassifier,40,0.992761117,0.997722096,0.986486486,0.974193548,0.013541667,45793,,,,
MLPClassifier,40,0.987771591,0.644171779,0.660377358,0.652173913,1.60546875,45793,,,,
MLPClassifier,40,0.988624612,0.984340045,0.990990991,0.652173913,2.940625,45793,,,,
gradient_boosti,40,0.998908178,0.986928105,0.949685535,0.967948718,3.123958333,45793,,,,
gradient_boosti,40,0.993795243,0.995475113,0.990990991,0.967948718,0.14140625,45793,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.240885417,45793,,,,
GradientBoostingClassifier,40,0.991726991,0.99321267,0.988738739,0,0.003385417,45793,,,,
DecisionTreeClassifier,40,0.998580631,0.95625,0.962264151,0.959247649,0.003125,45793,,,,
DecisionTreeClassifier,40,0.982419855,0.973392461,0.988738739,0.959247649,0.000260417,45793,,,,
LogisticRegression,40,0.897259526,0.13729128,0.93081761,0.239288601,0.009635417,45793,,,,
LogisticRegression,40,0.976215098,0.983908046,0.963963964,0.239288601,0.003125,45793,,,,
Perceptron,40,0.983731848,0.569444444,0.257861635,0.354978355,0.004947917,45793,,,,
Perceptron,40,0.890382627,0.831372549,0.954954955,0.354978355,0.000260417,45793,,,,
RandomForestClassifier,40,0.999126542,1,0.949685535,0.974193548,0.025520833,45793,,,,
RandomForestClassifier,40,0.996897622,0.997742664,0.995495495,0.974193548,0.003125,45793,,,,
GaussianNB,40,0.975215635,0.370229008,0.610062893,0.460807601,0.005729167,45793,,,,
GaussianNB,40,0.926577042,0.984415584,0.853603604,0.460807601,0.000260417,45793,,,,
AdaBoostClassifier,40,0.999126542,1,0.949685535,0.974193548,0.121614583,45793,,,,
AdaBoostClassifier,40,0.992761117,0.997722096,0.986486486,0.974193548,0.01328125,45793,,,,
MLPClassifier,40,0.994540889,0.870748299,0.805031447,0.836601307,20.50807292,45793,,,,
MLPClassifier,40,0.990692865,0.986577181,0.993243243,0.836601307,3.979427083,45793,,,,
gradient_boosti,40,0.998908178,0.986928105,0.949685535,0.967948718,4.163541667,45793,,,,
gradient_boosti,40,0.993795243,0.995475113,0.990990991,0.967948718,0.17421875,45793,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.270833333,45793,,,,
GradientBoostingClassifier,40,0.991726991,0.99321267,0.988738739,0,0.003385417,45793,,,,
DecisionTreeClassifier,40,0.998798996,0.969135802,0.963190184,0.966153846,0.002604167,45793,,,,
DecisionTreeClassifier,40,0.981385729,0.982683983,0.978448276,0.966153846,0.000260417,45793,,,,
LogisticRegression,40,0.955890381,0.277264325,0.920245399,0.426136364,0.007552083,45793,,,,
LogisticRegression,40,0.977249224,0.997747748,0.954741379,0.426136364,0.000520833,45793,,,,
Perceptron,40,0.981875751,0.49068323,0.484662577,0.487654321,0.002604167,45793,,,,
Perceptron,40,0.910031024,0.888659794,0.92887931,0.487654321,0,45793,,,,
RandomForestClassifier,40,0.998580631,0.993421053,0.926380368,0.958730159,0.02578125,45793,,,,
RandomForestClassifier,40,0.993795243,0.997826087,0.989224138,0.958730159,0.003385417,45793,,,,
GaussianNB,40,0.975324817,0.379310345,0.607361963,0.466981132,0.006510417,45793,,,,
GaussianNB,40,0.919338159,0.99742268,0.834051724,0.466981132,0,45793,,,,
AdaBoostClassifier,40,0.99901736,0.993589744,0.950920245,0.971786834,0.130208333,45793,,,,
AdaBoostClassifier,40,0.993795243,0.997826087,0.989224138,0.971786834,0.0140625,45793,,,,
MLPClassifier,40,0.997270444,0.953947368,0.889570552,0.920634921,19.14114583,45793,,,,
MLPClassifier,40,0.992761117,0.995661605,0.989224138,0.920634921,4.127604167,45793,,,,
gradient_boosti,40,0.998798996,0.993506494,0.938650307,0.965299685,4.264322917,45793,,,,
gradient_boosti,40,0.996897622,1,0.993534483,0.965299685,0.149479167,45793,,,,
GradientBoostingClassifier,40,0.982203297,0,0,0,0.247916667,45793,,,,
GradientBoostingClassifier,40,0.991726991,0.993506494,0.989224138,0,0.003645833,45793,,,,
DecisionTreeClassifier,40,0.998689813,0.975,0.951219512,0.962962963,0.003385417,45793,,,,
DecisionTreeClassifier,40,0.989658738,0.984682713,0.993377483,0.962962963,0.000260417,4832,,,,
LogisticRegression,40,0.918768425,0.174157303,0.945121951,0.294117647,0.00703125,45793,,,,
LogisticRegression,40,0.967942089,0.98173516,0.949227373,0.294117647,0.000520833,4832,,,,
Perceptron,40,0.981111475,0.477832512,0.591463415,0.528610354,0.002864583,45793,,,,
Perceptron,40,0.88417787,0.974930362,0.772626932,0.528610354,0,4832,,,,
RandomForestClassifier,40,0.999235724,1,0.957317073,0.978193146,0.026041667,45793,,,,
RandomForestClassifier,40,0.998965874,0.997797357,1,0.978193146,0.003125,4832,,,,
GaussianNB,40,0.974451359,0.377622378,0.658536585,0.48,0.005208333,45793,,,,
GaussianNB,40,0.92450879,0.994791667,0.843267108,0.48,0,4832,,,,
DecisionTreeClassifier,40,0.998471449,0.964539007,0.937931034,0.951048951,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.990692865,0.989473684,0.991561181,0.951048951,0.000260417,4832,,,,
LogisticRegression,40,0.962550497,0.288461538,0.931034483,0.44045677,0.004166667,45793,,,,
LogisticRegression,40,0.97311272,0.984848485,0.959915612,0.44045677,0.002864583,4832,,,,
Perceptron,40,0.981439022,0.440758294,0.64137931,0.52247191,0.004947917,45793,,,,
Perceptron,40,0.867631851,0.806737589,0.959915612,0.52247191,0.000260417,4832,,,,
RandomForestClassifier,40,0.998798996,0.985507246,0.937931034,0.961130742,0.0265625,45793,,,,
RandomForestClassifier,40,0.993795243,0.995762712,0.991561181,0.961130742,0.003385417,4832,,,,
GaussianNB,40,0.97696255,0.392857143,0.834482759,0.534216336,0.005989583,45793,,,,
GaussianNB,40,0.936918304,0.988179669,0.88185654,0.534216336,0.000260417,4832,,,,
AdaBoostClassifier,40,0.998689813,0.95862069,0.95862069,0.95862069,0.128125,45793,,,,
AdaBoostClassifier,40,0.992761117,0.995753715,0.989451477,0.95862069,0.014322917,4832,,,,
MLPClassifier,40,0.996724533,0.870967742,0.931034483,0.9,12.57734375,45793,,,,
MLPClassifier,40,0.989658738,0.991525424,0.987341772,0.9,3.46875,4832,,,,
gradient_boosti,40,0.998580631,0.964788732,0.944827586,0.954703833,3.603385417,45793,,,,
gradient_boosti,40,0.994829369,0.997876858,0.991561181,0.954703833,0.170052083,4832,,,,
GradientBoostingClassifier,40,0.984168577,0,0,0,0.267447917,45793,,,,
GradientBoostingClassifier,40,0.993795243,0.995762712,0.991561181,0,0.003385417,4832,,,,
"playing around with RF class_weight, 1.04.2023",,,,,,,,,,,
class_weight=balanced,,,,,,,,,,,
Random Forest,40,0.99803472,0.985294118,0.893333333,0.937062937,,,,,,
Random Forest,40,0.998362267,0.985611511,0.913333333,0.948096886,,,,,,
Random Forest,40,0.998580631,0.985815603,0.926666667,0.95532646,,,,,,
"class_weight={0:0.5, 1:1}",,,,,,,,,,,
Random Forest,40,0.998798996,0.993939394,0.942528736,0.967551622,,,,,,
Random Forest,40,0.998798996,0.993939394,0.942528736,0.967551622,,,,,,
Random Forest,40,0.998689813,0.993902439,0.936781609,0.964497041,,,,,,
"class_weight={0:0.1, 1:1}",,,,,,,,,,,
Random Forest,40,0.998798996,0.99382716,0.941520468,0.966966967,,,,,,
Random Forest,40,0.998798996,0.99382716,0.941520468,0.966966967,,,,,,
Random Forest,40,0.998798996,0.99382716,0.941520468,0.966966967,,,,,,
"class_weight={0:1, 1:0.01}",,,,,,,,,,,
Random Forest,40,0.999126542,0.993197279,0.954248366,0.973333333,,,,,,
Random Forest,40,0.999126542,0.993197279,0.954248366,0.973333333,,,,,,
Random Forest,40,0.999126542,0.993197279,0.954248366,0.973333333,,,,,,
Random Forest,40,0.999126542,0.993197279,0.954248366,0.973333333,,,,,,
Running with features extracted using python3,,,,,,,,,,,
DecisionTreeClassifier,40,0.98820059,1,0.97515528,0.987421384,0.001041667,1693,,,,
DecisionTreeClassifier,40,0.988729508,0.991189427,0.984682713,0.987421384,0.000260417,4879,,,,
LogisticRegression,40,0.985250737,0.9875,0.98136646,0.984423676,0.0015625,1693,,,,
LogisticRegression,40,0.977459016,0.978021978,0.973741794,0.984423676,0.00078125,4879,,,,
Perceptron,40,0.932153392,0.948051948,0.906832298,0.926984127,0.001041667,1693,,,,
Perceptron,40,0.908811475,0.884937238,0.925601751,0.926984127,0,4879,,,,
RandomForestClassifier,40,0.991150442,0.987654321,0.99378882,0.990712074,0.0015625,1693,,,,
RandomForestClassifier,40,0.993852459,0.993435449,0.993435449,0.990712074,0.00234375,4879,,,,
GaussianNB,40,0.743362832,0.930232558,0.49689441,0.647773279,0.002604167,1693,,,,
GaussianNB,40,0.971311475,0.969365427,0.969365427,0.647773279,0.000260417,4879,,,,
AdaBoostClassifier,40,0.985250737,0.993670886,0.97515528,0.984326019,0.00546875,1693,,,,
AdaBoostClassifier,40,0.988729508,0.986899563,0.989059081,0.984326019,0.01328125,4879,,,,
MLPClassifier,40,0.997050147,0.99382716,1,0.996904025,1.899739583,1693,,,,
MLPClassifier,40,0.987704918,0.989010989,0.984682713,0.996904025,4.470572917,4879,,,,
gradient_boosti,40,0.991150442,1,0.98136646,0.990595611,4.641927083,1693,,,,
gradient_boosti,40,0.989754098,0.989059081,0.989059081,0.990595611,0.176822917,4879,,,,
GradientBoostingClassifier,40,0.994100295,1,0.98757764,0.99375,0.220052083,1693,,,,
GradientBoostingClassifier,40,0.988729508,0.986899563,0.989059081,0.99375,0.00234375,4879,,,,
DecisionTreeClassifier,40,0.985250737,0.993670886,0.97515528,0.984326019,0,1693,,,,
DecisionTreeClassifier,40,0.988729508,0.991189427,0.984682713,0.984326019,0.000260417,4879,,,,
LogisticRegression,40,0.985250737,0.9875,0.98136646,0.984423676,0.00078125,1693,,,,
LogisticRegression,40,0.977459016,0.978021978,0.973741794,0.984423676,0.00078125,4879,,,,
Perceptron,40,0.932153392,0.948051948,0.906832298,0.926984127,0.00078125,1693,,,,
Perceptron,40,0.908811475,0.884937238,0.925601751,0.926984127,0,4879,,,,
RandomForestClassifier,40,0.991150442,0.987654321,0.99378882,0.990712074,0.0015625,1693,,,,
RandomForestClassifier,40,0.994877049,0.995614035,0.993435449,0.990712074,0.002604167,4879,,,,
GaussianNB,40,0.743362832,0.930232558,0.49689441,0.647773279,0.002864583,1693,,,,
GaussianNB,40,0.971311475,0.969365427,0.969365427,0.647773279,0.000260417,4879,,,,
AdaBoostClassifier,40,0.985250737,0.993670886,0.97515528,0.984326019,0.00546875,1693,,,,
AdaBoostClassifier,40,0.988729508,0.986899563,0.989059081,0.984326019,0.013020833,4879,,,,
MLPClassifier,40,0.973451327,0.975,0.968944099,0.971962617,1.709895833,1693,,,,
MLPClassifier,40,0.986680328,0.982608696,0.989059081,0.971962617,2.029427083,4879,,,,
gradient_boosti,40,0.991150442,1,0.98136646,0.990595611,2.197916667,1693,,,,
gradient_boosti,40,0.989754098,0.989059081,0.989059081,0.990595611,0.181770833,4879,,,,
GradientBoostingClassifier,40,0.994100295,1,0.98757764,0.99375,0.225260417,1693,,,,
GradientBoostingClassifier,40,0.988729508,0.986899563,0.989059081,0.99375,0.002604167,4879,,,,
DecisionTreeClassifier,40,0.98820059,1,0.97515528,0.987421384,0.000260417,1693,,,,
DecisionTreeClassifier,40,0.989754098,0.993377483,0.984682713,0.987421384,0.000260417,4879,,,,
LogisticRegression,40,0.985250737,0.9875,0.98136646,0.984423676,0.001041667,1693,,,,
LogisticRegression,40,0.977459016,0.978021978,0.973741794,0.984423676,0.002083333,4879,,,,
Perceptron,40,0.932153392,0.948051948,0.906832298,0.926984127,0.00234375,1693,,,,
Perceptron,40,0.908811475,0.884937238,0.925601751,0.926984127,0.000260417,4879,,,,
RandomForestClassifier,40,0.991150442,0.987654321,0.99378882,0.990712074,0.001822917,1693,,,,
RandomForestClassifier,40,0.995901639,0.997802198,0.993435449,0.990712074,0.00234375,4879,,,,
GaussianNB,40,0.743362832,0.930232558,0.49689441,0.647773279,0.002864583,1693,,,,
GaussianNB,40,0.971311475,0.969365427,0.969365427,0.647773279,0,4879,,,,
AdaBoostClassifier,40,0.985250737,0.993670886,0.97515528,0.984326019,0.005208333,1693,,,,
AdaBoostClassifier,40,0.988729508,0.986899563,0.989059081,0.984326019,0.01328125,4879,,,,
MLPClassifier,40,0.994100295,0.987730061,1,0.99382716,0.61328125,1693,,,,
MLPClassifier,40,0.989754098,0.989059081,0.989059081,0.99382716,2.065364583,4879,,,,
gradient_boosti,40,0.991150442,1,0.98136646,0.990595611,2.215364583,1693,,,,
gradient_boosti,40,0.989754098,0.989059081,0.989059081,0.990595611,0.159895833,4879,,,,
GradientBoostingClassifier,40,0.994100295,1,0.98757764,0.99375,0.203125,1693,,,,
GradientBoostingClassifier,40,0.988729508,0.986899563,0.989059081,0.99375,0.002604167,4879,,,,
DecisionTreeClassifier,40,0.994100295,1,0.98757764,0.99375,0,1693,,,,
DecisionTreeClassifier,40,0.989754098,0.993377483,0.984682713,0.99375,0.000260417,4879,,,,
LogisticRegression,40,0.985250737,0.9875,0.98136646,0.984423676,0.001041667,1693,,,,
LogisticRegression,40,0.977459016,0.978021978,0.973741794,0.984423676,0.00078125,4879,,,,
Perceptron,40,0.932153392,0.948051948,0.906832298,0.926984127,0.001041667,1693,,,,
Perceptron,40,0.908811475,0.884937238,0.925601751,0.926984127,0.000260417,4879,,,,
RandomForestClassifier,40,0.991150442,0.987654321,0.99378882,0.990712074,0.0015625,1693,,,,
RandomForestClassifier,40,0.993852459,0.993435449,0.993435449,0.990712074,0.00234375,4879,,,,
GaussianNB,40,0.743362832,0.930232558,0.49689441,0.647773279,0.00234375,1693,,,,
GaussianNB,40,0.971311475,0.969365427,0.969365427,0.647773279,0.000260417,4879,,,,
AdaBoostClassifier,40,0.985250737,0.993670886,0.97515528,0.984326019,0.005729167,1693,,,,
AdaBoostClassifier,40,0.988729508,0.986899563,0.989059081,0.984326019,0.01328125,4879,,,,
MLPClassifier,40,0.991150442,0.99375,0.98757764,0.990654206,2.558854167,1693,,,,
MLPClassifier,40,0.990778689,0.986956522,0.993435449,0.990654206,4.1453125,4879,,,,
gradient_boosti,40,0.991150442,1,0.98136646,0.990595611,4.297135417,1693,,,,
gradient_boosti,40,0.989754098,0.989059081,0.989059081,0.990595611,0.154947917,4879,,,,
GradientBoostingClassifier,40,0.994100295,1,0.98757764,0.99375,0.198177083,1693,,,,
GradientBoostingClassifier,40,0.988729508,0.986899563,0.989059081,0.99375,0.00234375,4879,,,,
DecisionTreeClassifier,40,0.998798996,0.962962963,0.968944099,0.965944272,0.00390625,45793,,,,
DecisionTreeClassifier,40,0.462090164,0.462090164,1,0.965944272,0.000260417,4879,,,,
LogisticRegression,40,0.953270008,0.265377856,0.937888199,0.41369863,0.008854167,45793,,,,
LogisticRegression,40,0.24692623,0.314136126,0.532150776,0.41369863,0,4879,,,,
Perceptron,40,0.98231248,0.494623656,0.285714286,0.362204724,0.001041667,45793,,,,
Perceptron,40,0.543032787,1,0.011086475,0.362204724,0,4879,,,,
RandomForestClassifier,40,0.999563271,1,0.97515528,0.987421384,0.025260417,45793,,,,
RandomForestClassifier,40,0.447745902,0.454261954,0.968957871,0.987421384,0.000260417,4879,,,,
GaussianNB,40,0.974232995,0.357414449,0.583850932,0.443396226,0.001302083,45793,,,,
GaussianNB,40,0.531762295,0.496659243,0.988913525,0.443396226,0,4879,,,,
AdaBoostClassifier,40,0.999454089,0.993670886,0.97515528,0.984326019,0.124479167,45793,,,,
AdaBoostClassifier,40,0.243852459,0.301521438,0.483370288,0.984326019,0.0015625,4879,,,,
DecisionTreeClassifier,40,0.998580631,0.979591837,0.935064935,0.956810631,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.471311475,0.471311475,1,0.956810631,0,4879,,,,
LogisticRegression,40,0.952069003,0.25388601,0.954545455,0.401091405,0.002604167,45793,,,,
LogisticRegression,40,0.403688525,0.432967033,0.856521739,0.401091405,0,4879,,,,
Perceptron,40,0.977290097,0.399253731,0.694805195,0.507109005,0.001041667,45793,,,,
Perceptron,40,0.530737705,1,0.004347826,0.507109005,0,4879,,,,
RandomForestClassifier,40,0.999126542,1,0.948051948,0.973333333,0.024479167,45793,,,,
RandomForestClassifier,40,0.460040984,0.465284974,0.976086957,0.973333333,0.000260417,4879,,,,
GaussianNB,40,0.976307457,0.375494071,0.616883117,0.466830467,0.001302083,45793,,,,
GaussianNB,40,0.535860656,0.503893215,0.984782609,0.466830467,0,4879,,,,
AdaBoostClassifier,40,0.999235724,0.986754967,0.967532468,0.97704918,0.123177083,45793,,,,
AdaBoostClassifier,40,0.281762295,0.247379455,0.256521739,0.97704918,0.001302083,4879,,,,
MLPClassifier,40,0.992575609,0.807142857,0.733766234,0.768707483,2.729947917,45793,,,,
MLPClassifier,40,0.528688525,0,0,0.768707483,0,4879,,,,
gradient_boosti,40,0.999235724,1,0.954545455,0.976744186,0.129427083,45793,,,,
gradient_boosti,40,0.534836066,1,0.013043478,0.976744186,0.005729167,4879,,,,
GradientBoostingClassifier,40,0.983185937,0,0,0,0.072916667,45793,,,,
GradientBoostingClassifier,40,0.528688525,0,0,0,0,4879,,,,
DecisionTreeClassifier,40,0.998689813,0.97972973,0.941558442,0.960264901,0.002604167,45793,,,,
DecisionTreeClassifier,40,0.471311475,0.471311475,1,0.960264901,0,4879,,,,
LogisticRegression,40,0.952069003,0.25388601,0.954545455,0.401091405,0.002864583,45793,,,,
LogisticRegression,40,0.403688525,0.432967033,0.856521739,0.401091405,0.000260417,4879,,,,
Perceptron,40,0.977290097,0.399253731,0.694805195,0.507109005,0.001041667,45793,,,,
Perceptron,40,0.530737705,1,0.004347826,0.507109005,0,4879,,,,
RandomForestClassifier,40,0.999344907,1,0.961038961,0.98013245,0.025,45793,,,,
RandomForestClassifier,40,0.470286885,0.470769231,0.997826087,0.98013245,0,4879,,,,
GaussianNB,40,0.976307457,0.375494071,0.616883117,0.466830467,0.001302083,45793,,,,
GaussianNB,40,0.535860656,0.503893215,0.984782609,0.466830467,0,4879,,,,
AdaBoostClassifier,40,0.999235724,0.986754967,0.967532468,0.97704918,0.123697917,45793,,,,
AdaBoostClassifier,40,0.281762295,0.247379455,0.256521739,0.97704918,0.001041667,4879,,,,
MLPClassifier,40,0.99410416,0.873134328,0.75974026,0.8125,2.329947917,45793,,,,
MLPClassifier,40,0.528688525,0,0,0.8125,0,4879,,,,
gradient_boosti,40,0.999454089,1,0.967532468,0.98349835,0.13515625,45793,,,,
gradient_boosti,40,0.457991803,0.374545455,0.223913043,0.98349835,0,4879,,,,
GradientBoostingClassifier,40,0.983185937,0,0,0,0.0671875,45793,,,,
GradientBoostingClassifier,40,0.528688525,0,0,0,0,4879,,,,
DecisionTreeClassifier,40,0.998689813,0.98630137,0.935064935,0.96,0.003125,45793,,,,
DecisionTreeClassifier,40,0.471311475,0.471311475,1,0.96,0.000260417,4879,,,,
LogisticRegression,40,0.952069003,0.25388601,0.954545455,0.401091405,0.006510417,45793,,,,
LogisticRegression,40,0.403688525,0.432967033,0.856521739,0.401091405,0,4879,,,,
Perceptron,40,0.977290097,0.399253731,0.694805195,0.507109005,0.00078125,45793,,,,
Perceptron,40,0.530737705,1,0.004347826,0.507109005,0,4879,,,,
RandomForestClassifier,40,0.999344907,1,0.961038961,0.98013245,0.024479167,45793,,,,
RandomForestClassifier,40,0.271516393,0.339308579,0.576086957,0.98013245,0,4879,,,,
GaussianNB,40,0.976307457,0.375494071,0.616883117,0.466830467,0.00078125,45793,,,,
GaussianNB,40,0.535860656,0.503893215,0.984782609,0.466830467,0,4879,,,,
AdaBoostClassifier,40,0.999235724,0.986754967,0.967532468,0.97704918,0.123177083,45793,,,,
AdaBoostClassifier,40,0.281762295,0.247379455,0.256521739,0.97704918,0.001302083,4879,,,,
MLPClassifier,40,0.995305164,0.917293233,0.792207792,0.850174216,2.53984375,45793,,,,
MLPClassifier,40,0.528688525,0,0,0.850174216,0,4879,,,,
gradient_boosti,40,0.999344907,1,0.961038961,0.98013245,0.23125,45793,,,,
gradient_boosti,40,0.574795082,0.647058824,0.215217391,0.98013245,0.005729167,4879,,,,
GradientBoostingClassifier,40,0.983185937,0,0,0,0.073697917,45793,,,,
GradientBoostingClassifier,40,0.528688525,0,0,0,0,4879,,,,
DecisionTreeClassifier,40,0.998689813,0.993055556,0.928571429,0.959731544,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.471311475,0.471311475,1,0.959731544,0,4879,,,,
LogisticRegression,40,0.952069003,0.25388601,0.954545455,0.401091405,0.003125,45793,,,,
LogisticRegression,40,0.403688525,0.432967033,0.856521739,0.401091405,0,4879,,,,
Perceptron,40,0.977290097,0.399253731,0.694805195,0.507109005,0.00078125,45793,,,,
Perceptron,40,0.530737705,1,0.004347826,0.507109005,0,4879,,,,
RandomForestClassifier,40,0.99901736,1,0.941558442,0.969899666,0.025520833,45793,,,,
RandomForestClassifier,40,0.470286885,0.470769231,0.997826087,0.969899666,0,4879,,,,
GaussianNB,40,0.976307457,0.375494071,0.616883117,0.466830467,0.00078125,45793,,,,
GaussianNB,40,0.535860656,0.503893215,0.984782609,0.466830467,0,4879,,,,
AdaBoostClassifier,40,0.999235724,0.986754967,0.967532468,0.97704918,0.123958333,45793,,,,
AdaBoostClassifier,40,0.281762295,0.247379455,0.256521739,0.97704918,0.001041667,4879,,,,
MLPClassifier,40,0.991811333,0.772413793,0.727272727,0.74916388,2.737239583,45793,,,,
MLPClassifier,40,0.530737705,1,0.004347826,0.74916388,0,4879,,,,
gradient_boosti,40,0.999235724,1,0.954545455,0.976744186,0.145833333,45793,,,,
gradient_boosti,40,0.415983607,0.168674699,0.060869565,0.976744186,0,4879,,,,
GradientBoostingClassifier,40,0.983185937,0,0,0,0.066927083,45793,,,,
GradientBoostingClassifier,40,0.528688525,0,0,0,0,4879,,,,
Without re-fitting,,,,,,,,,,,
DecisionTreeClassifier,40,0.998798996,0.980519481,0.949685535,0.96485623,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.472336066,0.472336066,1,0.641614475,0,4879,,,,
LogisticRegression,40,0.956108745,0.275415896,0.937106918,0.425714286,0.00546875,45793,,,,
LogisticRegression,40,0.299180328,0.361833953,0.63340564,0.460567823,0,4879,,,,
Perceptron,40,0.98329512,0.523076923,0.427672956,0.470588235,0.0015625,45793,,,,
Perceptron,40,0.533811475,1,0.013015184,0.025695931,0,4879,,,,
RandomForestClassifier,40,0.999344907,1,0.962264151,0.980769231,0.026041667,45793,,,,
RandomForestClassifier,40,0.471311475,0.471794872,0.997830803,0.640668524,0,4879,,,,
GaussianNB,40,0.97499727,0.374100719,0.65408805,0.47597254,0.00078125,45793,,,,
GaussianNB,40,0.484631148,0.47761194,0.971800434,0.64045747,0,4879,,,,
AdaBoostClassifier,40,0.998798996,0.986842105,0.943396226,0.964630225,0.127083333,45793,,,,
AdaBoostClassifier,40,0.476434426,0.472826087,0.943600868,0.629978277,0.001302083,4879,,,,
MLPClassifier,40,0.992793973,0.866141732,0.691823899,0.769230769,3.213541667,45793,,,,
MLPClassifier,40,0.527663934,0,0,0,0,4879,,,,
gradient_boosti,40,0.998798996,0.986842105,0.943396226,0.964630225,0.238020833,45793,,,,
gradient_boosti,40,0.534836066,1,0.015184382,0.02991453,0,4879,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.066927083,45793,,,,
GradientBoostingClassifier,40,0.527663934,0,0,0,0,4879,,,,
DecisionTreeClassifier,40,0.998689813,0.974193548,0.949685535,0.961783439,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.472336066,0.472336066,1,0.641614475,0,4879,,,,
LogisticRegression,40,0.956108745,0.275415896,0.937106918,0.425714286,0.00703125,45793,,,,
LogisticRegression,40,0.299180328,0.361833953,0.63340564,0.460567823,0,4879,,,,
Perceptron,40,0.98329512,0.523076923,0.427672956,0.470588235,0.001041667,45793,,,,
Perceptron,40,0.533811475,1,0.013015184,0.025695931,0,4879,,,,
RandomForestClassifier,40,0.999235724,1,0.955974843,0.977491961,0.024739583,45793,,,,
RandomForestClassifier,40,0.454918033,0.462982273,0.963123644,0.625352113,0.000260417,4879,,,,
GaussianNB,40,0.97499727,0.374100719,0.65408805,0.47597254,0.001302083,45793,,,,
GaussianNB,40,0.484631148,0.47761194,0.971800434,0.64045747,0,4879,,,,
AdaBoostClassifier,40,0.998798996,0.986842105,0.943396226,0.964630225,0.12265625,45793,,,,
AdaBoostClassifier,40,0.476434426,0.472826087,0.943600868,0.629978277,0.001041667,4879,,,,
MLPClassifier,40,0.990282782,0.8125,0.572327044,0.671586716,3.259114583,45793,,,,
MLPClassifier,40,0.527663934,0,0,0,0,4879,,,,
gradient_boosti,40,0.999126542,0.993464052,0.955974843,0.974358974,0.137239583,45793,,,,
gradient_boosti,40,0.537909836,0.916666667,0.023861171,0.046511628,0.005989583,4879,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.073177083,45793,,,,
GradientBoostingClassifier,40,0.527663934,0,0,0,0,4879,,,,
DecisionTreeClassifier,40,0.998580631,0.967948718,0.949685535,0.958730159,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.472336066,0.472336066,1,0.641614475,0,4879,,,,
LogisticRegression,40,0.956108745,0.275415896,0.937106918,0.425714286,0.009114583,45793,,,,
LogisticRegression,40,0.299180328,0.361833953,0.63340564,0.460567823,0,4879,,,,
Perceptron,40,0.98329512,0.523076923,0.427672956,0.470588235,0.00078125,45793,,,,
Perceptron,40,0.533811475,1,0.013015184,0.025695931,0,4879,,,,
RandomForestClassifier,40,0.999235724,1,0.955974843,0.977491961,0.02421875,45793,,,,
RandomForestClassifier,40,0.470286885,0.471252567,0.995661605,0.639721254,0.000260417,4879,,,,
GaussianNB,40,0.97499727,0.374100719,0.65408805,0.47597254,0.001302083,45793,,,,
GaussianNB,40,0.484631148,0.47761194,0.971800434,0.64045747,0,4879,,,,
AdaBoostClassifier,40,0.998798996,0.986842105,0.943396226,0.964630225,0.121614583,45793,,,,
AdaBoostClassifier,40,0.476434426,0.472826087,0.943600868,0.629978277,0.001302083,4879,,,,
MLPClassifier,40,0.989518506,0.748031496,0.597484277,0.664335664,2.773177083,45793,,,,
MLPClassifier,40,0.527663934,0,0,0,0,4879,,,,
gradient_boosti,40,0.999126542,1,0.949685535,0.974193548,0.14296875,45793,,,,
gradient_boosti,40,0.538934426,1,0.023861171,0.046610169,0.005208333,4879,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.07265625,45793,,,,
GradientBoostingClassifier,40,0.527663934,0,0,0,0,4879,,,,
DecisionTreeClassifier,40,0.998908178,0.980645161,0.955974843,0.968152866,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.472336066,0.472336066,1,0.641614475,0,4879,,,,
LogisticRegression,40,0.956108745,0.275415896,0.937106918,0.425714286,0.004166667,45793,,,,
LogisticRegression,40,0.299180328,0.361833953,0.63340564,0.460567823,0,4879,,,,
Perceptron,40,0.98329512,0.523076923,0.427672956,0.470588235,0.001041667,45793,,,,
Perceptron,40,0.533811475,1,0.013015184,0.025695931,0,4879,,,,
RandomForestClassifier,40,0.999344907,1,0.962264151,0.980769231,0.02421875,45793,,,,
